Région,District,Aire de santé,Population 2023 estimée (Les deux sexes),LiveBirths (Naissance vivante),0-11 mois,Femmes enceintes attendues,FAP (15-49 ans),enfants 0-59 mois,enfants 12-23 mois,enfants 12-59 mois,Adolescents 10-14 ans Féminin,15-19 ans Féminin,50 ans et plus Masculin,50 ans et plus Féminin
LITTORAL,BONASSAMA,Bonassama,34132,843,811,862,9262,4052,786,3241,1793,1444,2026,1991
LITTORAL,BONASSAMA,Bonendale,74727,1845,1776,1888,20278,8872,1720,7095,3926,3161,4436,4358
LITTORAL,BONASSAMA,Djebale,903,22,21,23,245,107,21,86,47,38,54,53
LITTORAL,BONASSAMA,Grand Hangar,47765,1180,1135,1207,12962,5671,1099,4535,2509,2021,2836,2786
LITTORAL,BONASSAMA,Mambanda,128389,3171,3052,3244,34840,15242,2955,12191,6745,5431,7622,7487
LITTORAL,BONASSAMA,Ngwele,63242,1562,1503,1598,17162,7508,1456,6005,3322,2675,3754,3688
LITTORAL,BONASSAMA,Nkomba,9642,238,229,244,2616,1145,222,915,507,408,572,562
LITTORAL,BONASSAMA,Sodiko,39826,984,947,1006,10807,4728,917,3782,2092,1685,2364,2323
LITTORAL,CITE_DES_PALMIERS,Cite des Palmiers,71989,1778,1711,1819,19535,8547,1657,6836,3782,3045,4274,4198
LITTORAL,CITE_DES_PALMIERS,Dikahe,15056,372,358,380,4086,1787,347,1430,791,637,894,878
LITTORAL,CITE_DES_PALMIERS,Genie Madiba,40784,1007,969,1030,11067,4842,939,3873,2143,1725,2421,2378
LITTORAL,CITE_DES_PALMIERS,Logbessou 2,46269,1143,1100,1169,12556,5493,1065,4393,2431,1957,2747,2698
LITTORAL,CITE_DES_PALMIERS,Maneke,27709,684,659,700,7519,3290,638,2631,1456,1172,1645,1616
LITTORAL,CITE_DES_PALMIERS,Ndogbong-CP,41003,1013,975,1036,11127,4868,944,3893,2154,1735,2434,2391
LITTORAL,CITE_DES_PALMIERS,Ndoghem 2,39473,975,938,997,10711,4686,909,3748,2074,1670,2343,2302
LITTORAL,CITE_DES_PALMIERS,Nyalla-CP,40779,1007,969,1030,11066,4841,939,3872,2142,1725,2421,2378
LITTORAL,CITE_DES_PALMIERS,Sodikombo,24939,616,593,630,6768,2961,574,2368,1310,1055,1480,1454
LITTORAL,DEIDO,Akwa 1,29077,718,691,735,7890,3452,669,2761,1528,1230,1726,1696
LITTORAL,DEIDO,Akwa 2,22547,557,536,570,6119,2677,519,2141,1185,954,1338,1315
LITTORAL,DEIDO,Akwa 3,28990,716,689,732,7867,3442,667,2753,1523,1226,1721,1691
LITTORAL,DEIDO,Akwa Nord,42469,1049,1009,1073,11524,5042,978,4032,2231,1797,2521,2477
LITTORAL,DEIDO,Bepanda Omnisports,122030,3014,2901,3083,33114,14488,2809,11587,6411,5162,7244,7117
LITTORAL,DEIDO,Bepanda TSF,118040,2915,2806,2982,32032,14014,2717,11208,6201,4994,7007,6884
LITTORAL,DEIDO,Bessengue,20810,514,495,526,5647,2471,479,1976,1093,880,1235,1214
LITTORAL,DEIDO,Bonanjo,59887,1479,1424,1513,16251,7110,1378,5686,3146,2533,3555,3493
LITTORAL,DEIDO,Cite Sic,55603,1373,1322,1405,15089,6601,1280,5280,2921,2352,3301,3243
LITTORAL,DEIDO,Deido,33069,817,786,835,8974,3926,761,3140,1737,1399,1963,1929
LITTORAL,DEIDO,Ndogbong,64651,1597,1537,1633,17544,7675,1488,6139,3396,2735,3838,3770
LITTORAL,DEIDO,New Deido (Grand Moulin),43435,1073,1032,1097,11787,5157,1000,4124,2282,1837,2578,2533
LITTORAL,JAPOMA,Bwang,13146,325,312,332,3567,1561,303,1248,691,556,780,767
LITTORAL,JAPOMA,Japoma,24624,608,585,622,6682,2923,567,2338,1294,1042,1462,1436
LITTORAL,JAPOMA,Japoma Mbanga,16663,411,396,421,4522,1978,384,1582,875,705,989,972
LITTORAL,JAPOMA,Japoma Yambon,25526,630,607,645,6927,3030,588,2424,1341,1080,1515,1489
LITTORAL,JAPOMA,Nyalla Chateau,22834,564,543,577,6196,2711,526,2168,1200,966,1355,1332
LITTORAL,JAPOMA,Nyalla Kambo,37053,915,881,936,10055,4399,853,3518,1947,1567,2200,2161
LITTORAL,JAPOMA,Nyalla Nkembe,28739,710,683,726,7799,3412,662,2729,1510,1216,1706,1676
LITTORAL,JAPOMA,Yassa,18421,455,438,465,4999,2187,424,1749,968,779,1094,1074
LITTORAL,LOGBABA,Logbaba Centre,24698,610,587,624,6702,2932,568,2345,1298,1045,1466,1440
LITTORAL,LOGBABA,Logbaba Plateau,30409,751,723,768,8252,3610,700,2887,1598,1286,1805,1773
LITTORAL,LOGBABA,Mboppi,16854,416,401,426,4573,2001,388,1600,885,713,1001,983
LITTORAL,LOGBABA,Ndogbati,16894,417,402,427,4584,2006,389,1604,888,715,1003,985
LITTORAL,LOGBABA,Ndogpassi 2,45282,1118,1076,1144,12288,5376,1042,4300,2379,1916,2688,2641
LITTORAL,LOGBABA,Ndogpassi 1,47603,1176,1131,1203,12918,5651,1096,4520,2501,2014,2826,2776
LITTORAL,LOGBABA,Ndogssimbi,14915,368,355,377,4047,1771,343,1416,784,631,885,870
LITTORAL,LOGBABA,Ndokoti,24077,595,572,608,6534,2859,554,2286,1265,1019,1429,1404
LITTORAL,LOGBABA,Nkongui,38484,950,915,972,10443,4569,886,3654,2022,1628,2285,2244
LITTORAL,LOGBABA,St Michel,20708,511,492,523,5619,2458,477,1966,1088,876,1229,1208
LITTORAL,NEW_BELL,Camp Yabassi,30034,742,714,759,8150,3566,691,2852,1578,1271,1783,1752
LITTORAL,NEW_BELL,Makea,39450,974,938,997,10705,4684,908,3746,2072,1669,2342,2301
LITTORAL,NEW_BELL,Mbam Ewondo,13745,339,327,347,3730,1632,316,1305,722,581,816,802
LITTORAL,NEW_BELL,New-Bell Bamileke,20437,505,486,516,5546,2426,470,1940,1074,865,1213,1192
LITTORAL,NEW_BELL,Ngangue,28594,706,680,722,7759,3395,658,2715,1502,1210,1697,1668
LITTORAL,NEW_BELL,Nkolmitag,23731,586,564,600,6440,2817,546,2253,1247,1004,1409,1384
LITTORAL,NEW_BELL,Nkololoun,55571,1372,1321,1404,15080,6597,1279,5277,2919,2351,3299,3241
LITTORAL,NEW_BELL,Nkong Mondo,26874,664,639,679,7292,3190,619,2552,1412,1137,1595,1567
LITTORAL,NEW_BELL,Sebenjongo,27280,674,648,689,7403,3239,628,2590,1433,1154,1619,1591
LITTORAL,NEW_BELL,Youpwe,58454,1444,1389,1477,15862,6940,1345,5550,3071,2473,3470,3409
LITTORAL,NYLON,Barcelone,80048,1977,1903,2022,21722,9503,1843,7601,4205,3386,4752,4668
LITTORAL,NYLON,Bonadiwoto,38417,949,913,971,10425,4561,884,3648,2018,1625,2281,2240
LITTORAL,NYLON,Oyack 3,59275,1464,1409,1497,16085,7037,1364,5628,3114,2508,3519,3457
LITTORAL,NYLON,Diboum,87435,2159,2078,2209,23726,10380,2013,8302,4593,3699,5190,5099
LITTORAL,NYLON,Ndogpassi 3 Centre,58992,1457,1402,1490,16008,7004,1358,5601,3099,2496,3502,3440
LITTORAL,NYLON,Ndogpassi 3 ZR,55900,1380,1329,1412,15169,6637,1287,5308,2937,2365,3318,3260
LITTORAL,NYLON,Oyack 1,39093,965,929,988,10608,4641,900,3712,2054,1654,2321,2280
LITTORAL,NYLON,Soboum,43655,1078,1038,1103,11846,5183,1005,4145,2293,1847,2592,2546
LITTORAL,ABO,Bessoungkang,1449,46,43,46,344,199,40,156,78,71,104,103
LITTORAL,ABO,Mangamba,1467,46,43,47,348,201,41,158,79,72,105,104
LITTORAL,ABO,Mbonjo,1456,46,43,47,345,200,41,157,79,71,104,103
LITTORAL,ABO,Miang,2511,79,74,80,595,345,70,271,135,123,180,178
LITTORAL,ABO,Souza,23891,752,704,766,5666,3279,665,2575,1288,1173,1711,1690
LITTORAL,DIBOMBARI,Bekoko,17976,566,530,576,4263,2467,500,1937,969,882,1288,1272
LITTORAL,DIBOMBARI,Bomono,12825,404,378,411,3042,1760,357,1382,691,629,919,907
LITTORAL,DIBOMBARI,Dibombari,4818,152,142,154,1143,661,134,519,260,236,345,341
LITTORAL,DIBOMBARI,Nkapa,7478,235,220,240,1774,1027,208,806,403,367,536,529
LITTORAL,DIBOMBARI,Yabea,641,20,19,21,152,88,18,69,35,31,46,45
LITTORAL,EDEA,Beon,14196,447,418,455,3367,1949,395,1530,765,697,1017,1004
LITTORAL,EDEA,Dehane,3489,110,103,112,827,479,97,376,188,171,250,247
LITTORAL,EDEA,Delangue,40335,1270,1189,1292,9566,5537,1123,4347,2174,1980,2889,2854
LITTORAL,EDEA,Dizangue,22664,713,668,726,5375,3111,631,2443,1222,1112,1623,1603
LITTORAL,EDEA,Elog Bele,19270,607,568,617,4570,2645,536,2077,1039,946,1380,1363
LITTORAL,EDEA,Logbajeck,13179,415,389,422,3126,1809,367,1420,710,647,944,932
LITTORAL,EDEA,Makondo,6854,216,202,220,1625,941,191,739,369,336,491,485
LITTORAL,EDEA,Malimba,19451,612,573,623,4613,2670,541,2097,1049,955,1393,1376
LITTORAL,EDEA,Mouanko,13643,429,402,437,3236,1873,380,1470,735,670,977,965
LITTORAL,EDEA,Ngonga,1405,44,41,45,333,193,39,151,76,69,101,99
LITTORAL,EDEA,Plateau Administratif,29048,914,856,931,6889,3987,808,3131,1566,1426,2081,2055
LITTORAL,LOUM,Babong (Loum),3667,115,108,117,870,503,102,395,198,180,263,259
LITTORAL,LOUM,Loum chantier,16085,506,474,515,3815,2208,448,1734,867,789,1152,1138
LITTORAL,LOUM,Loum 1,22185,698,654,711,5262,3045,617,2391,1196,1089,1589,1570
LITTORAL,LOUM,Loum 2,11124,350,328,356,2638,1527,310,1199,600,546,797,787
LITTORAL,LOUM,Loum 3,19024,599,561,610,4512,2611,529,2050,1026,934,1363,1346
LITTORAL,MANJO,Kolla,4149,131,122,133,984,570,115,447,224,204,297,294
LITTORAL,MANJO,Manjo 1,18020,567,531,577,4274,2474,502,1942,971,884,1291,1275
LITTORAL,MANJO,Manjo 2 (NGOL),6799,214,200,218,1613,933,189,733,367,334,487,481
LITTORAL,MANJO,Moumekeng,2422,76,71,78,574,332,67,261,131,119,173,171
LITTORAL,MANJO,Njoumbeng,1980,62,58,63,470,272,55,213,107,97,142,140
LITTORAL,MANJO,N'lohe,8383,264,247,269,1988,1151,233,904,452,411,600,593
LITTORAL,MANOKA,Cap Cameroun,6935,218,204,222,1645,952,193,747,374,340,497,491
LITTORAL,MANOKA,Kombo Moukoko,7532,237,222,241,1786,1034,210,812,406,370,539,533
LITTORAL,MANOKA,Manoka Centre,6048,190,178,194,1434,830,168,652,326,297,433,428
LITTORAL,MANOKA,Sio Sio 1,6134,193,181,197,1455,842,171,661,331,301,439,434
LITTORAL,MANOKA,Toube,4402,139,130,141,1044,604,123,474,237,216,315,311
LITTORAL,MBANGA,Boubou,1736,55,51,56,412,238,48,187,94,85,124,123
LITTORAL,MBANGA,Dikouma,21708,683,640,696,5148,2980,604,2340,1170,1065,1555,1536
LITTORAL,MBANGA,EEC,13287,418,392,426,3151,1824,370,1432,716,652,952,940
LITTORAL,MBANGA,Kotto (Mbanga),7730,243,228,248,1833,1061,215,833,417,379,554,547
LITTORAL,MBANGA,Matouke,7781,245,229,249,1845,1068,217,839,419,382,557,550
LITTORAL,MBANGA,Mission Catholique,17495,551,516,561,4149,2401,487,1886,943,859,1253,1238
LITTORAL,MBANGA,Mombo,8283,261,244,265,1964,1137,231,893,447,407,593,586
LITTORAL,MBANGA,Muyuka (Mbanga),6021,190,177,193,1428,826,168,649,325,295,431,426
LITTORAL,MELONG,Bare,9949,313,293,319,2359,1366,277,1072,536,488,713,704
LITTORAL,MELONG,Barehock,4402,139,130,141,1044,604,123,474,237,216,315,311
LITTORAL,MELONG,Essekou,7196,227,212,231,1707,988,200,776,388,353,515,509
LITTORAL,MELONG,Lelem,13778,434,406,441,3268,1891,383,1485,743,676,987,975
LITTORAL,MELONG,Mbokambo,5246,165,155,168,1244,720,146,565,283,257,376,371
LITTORAL,MELONG,Mbouroukou,7807,246,230,250,1852,1072,217,841,421,383,559,552
LITTORAL,MELONG,Melong Centre,49088,1545,1447,1573,11642,6738,1366,5291,2646,2409,3516,3473
LITTORAL,MELONG,Melong 2,4237,133,125,136,1005,582,118,457,228,208,303,300
LITTORAL,MELONG,Ndokou,6973,219,206,223,1654,957,194,752,376,342,499,493
LITTORAL,MELONG,Ndom Bakem,4271,134,126,137,1013,586,119,460,230,210,306,302
LITTORAL,NDOM,Bodi,1626,51,48,52,386,223,45,175,88,80,116,115
LITTORAL,NDOM,Ibong,1919,60,57,61,455,263,53,207,103,94,137,136
LITTORAL,NDOM,Kelleng,2992,94,88,96,710,411,83,322,161,147,214,212
LITTORAL,NDOM,Likund Mbian,3275,103,97,105,777,450,91,353,177,161,235,232
LITTORAL,NDOM,Logmbanga,1133,36,33,36,269,156,32,122,61,56,81,80
LITTORAL,NDOM,Ndogbatolgue 2,1349,42,40,43,320,185,38,145,73,66,97,95
LITTORAL,NDOM,Ndom Centre,3521,111,104,113,835,483,98,380,190,173,252,249
LITTORAL,NDOM,Nsigmbongo,4010,126,118,128,951,550,112,432,216,197,287,284
LITTORAL,NDOM,Nyanon,4279,135,126,137,1015,587,119,461,231,210,307,303
LITTORAL,NDOM,Omeng,2645,83,78,85,627,363,74,285,143,130,189,187
LITTORAL,NDOM,Pock Mahonda,955,30,28,31,227,131,27,103,51,47,68,68
LITTORAL,NGAMBE,Bikat,842,26,25,27,200,116,23,91,45,41,60,60
LITTORAL,NGAMBE,Bot Bea,1118,35,33,36,265,153,31,120,60,55,80,79
LITTORAL,NGAMBE,Ngambe Centre,5757,181,170,184,1365,790,160,621,310,283,412,407
LITTORAL,NGAMBE,Ngog Mbog,474,15,14,15,112,65,13,51,26,23,34,34
LITTORAL,NGAMBE,Saha,482,15,14,15,114,66,13,52,26,24,35,34
LITTORAL,NGAMBE,Song Mbengue,4744,149,140,152,1125,651,132,511,256,233,340,336
LITTORAL,NGAMBE,Tomel,1792,56,53,57,425,246,50,193,97,88,128,127
LITTORAL,NJOMBE_PENJA,Bouba,1858,58,55,60,441,255,52,200,100,91,133,131
LITTORAL,NJOMBE_PENJA,Njombe 1,18199,573,537,583,4316,2498,507,1962,981,893,1304,1288
LITTORAL,NJOMBE_PENJA,Njombe 2,14483,456,427,464,3435,1988,403,1561,781,711,1037,1025
LITTORAL,NJOMBE_PENJA,Penja 1,8198,258,242,263,1944,1125,228,884,442,402,587,580
LITTORAL,NJOMBE_PENJA,Penja 2,16512,520,487,529,3916,2267,460,1780,890,810,1183,1168
LITTORAL,NKONDJOCK,Dissouck,2105,66,62,67,499,289,59,227,113,103,151,149
LITTORAL,NKONDJOCK,Mabombe,4395,138,130,141,1042,603,122,474,237,216,315,311
LITTORAL,NKONDJOCK,Moya,2283,72,67,73,542,313,64,246,123,112,164,162
LITTORAL,NKONDJOCK,Ndobian,1728,54,51,55,410,237,48,186,93,85,124,122
LITTORAL,NKONDJOCK,Ndocktiba,2579,81,76,83,612,354,72,278,139,127,185,182
LITTORAL,NKONDJOCK,Nkondjock,8617,271,254,276,2044,1183,240,929,465,423,617,610
LITTORAL,NKONDJOCK,Sohock,5169,163,152,166,1226,709,144,557,279,254,370,366
LITTORAL,NKONGSAMBA,Bakwat,4339,137,128,139,1029,596,121,468,234,213,311,307
LITTORAL,NKONGSAMBA,Barressoumtou,12211,384,360,391,2896,1676,340,1316,658,599,875,864
LITTORAL,NKONGSAMBA,Bonangoh,27418,863,808,879,6503,3763,763,2955,1478,1346,1964,1940
LITTORAL,NKONGSAMBA,Ebone,8228,259,243,264,1951,1129,229,887,444,404,589,582
LITTORAL,NKONGSAMBA,Eboumbeng,8662,273,255,278,2054,1189,241,934,467,425,620,613
LITTORAL,NKONGSAMBA,Ekangte,15045,474,444,482,3568,2065,419,1622,811,738,1078,1064
LITTORAL,NKONGSAMBA,Ekel Mbeng,12968,408,382,416,3075,1780,361,1398,699,636,929,917
LITTORAL,NKONGSAMBA,Ekol Mbeng,16726,526,493,536,3967,2296,466,1803,902,821,1198,1183
LITTORAL,NKONGSAMBA,Nkoundou,5606,176,165,180,1330,770,156,604,302,275,402,397
LITTORAL,NKONGSAMBA,Nlongko'o,10699,337,315,343,2538,1469,298,1153,577,525,766,757
LITTORAL,POUMA,Makob Logbako,2997,94,88,96,711,411,83,323,162,147,215,212
LITTORAL,POUMA,Nkonga,2458,77,72,79,583,337,68,265,133,121,176,174
LITTORAL,POUMA,Pouma Centre,8250,260,243,264,1957,1132,230,889,445,405,591,584
LITTORAL,POUMA,Saint Andre,3546,112,105,114,841,487,99,382,191,174,254,251
LITTORAL,POUMA,Song Simouth,3424,108,101,110,812,470,95,369,185,168,245,242
LITTORAL,YABASSI,Benga,1053,33,31,34,250,145,29,114,57,52,75,75
LITTORAL,YABASSI,Bonepoupa,4175,131,123,134,990,573,116,450,225,205,299,295
LITTORAL,YABASSI,Longtoka,1232,39,36,39,292,169,34,133,66,60,88,87
LITTORAL,YABASSI,Solle,5982,188,176,192,1419,821,166,645,323,294,428,423
LITTORAL,YABASSI,Tonde,3035,96,89,97,720,417,84,327,164,149,217,215
LITTORAL,YABASSI,Yabassi,6604,208,195,212,1566,907,184,712,356,324,473,467
LITTORAL,YABASSI,Yingui,2284,72,67,73,542,314,64,246,123,112,164,162
NORD,Bibemi,Adoumri,22363,1002,970,1016,5423,4103,861,3133,1394,1335,858,880
NORD,Bibemi,Bibemi,31775,1424,1379,1444,7705,5830,1224,4451,1981,1896,1219,1251
NORD,Bibemi,Bide,7866,353,341,357,1907,1443,303,1102,490,469,302,310
NORD,Bibemi,Dengui,14887,667,646,676,3610,2731,573,2086,928,888,571,586
NORD,Bibemi,Djaloumi,10550,473,458,479,2558,1936,406,1478,658,630,405,415
NORD,Bibemi,Houla,16342,732,709,743,3963,2999,629,2289,1019,975,627,643
NORD,Bibemi,Lam (Bibemi),12991,582,564,590,3150,2384,500,1820,810,775,498,511
NORD,Bibemi,Mandjola,10599,475,460,482,2570,1945,408,1485,661,633,407,417
NORD,Bibemi,Mayo lope,15103,677,655,686,3662,2771,582,2116,942,901,579,594
NORD,Bibemi,Mbella,8491,380,368,386,2059,1558,327,1189,529,507,326,334
NORD,Bibemi,Ndiam badi,6873,308,298,312,1667,1261,265,963,429,410,264,271
NORD,Bibemi,Padarme,18180,815,789,826,4408,3336,700,2547,1133,1085,698,715
NORD,Figuil,Badadji,16564,742,719,753,4016,3039,638,2320,1033,989,636,652
NORD,Figuil,Batao,7500,336,325,341,1819,1376,289,1051,468,448,288,295
NORD,Figuil,Bidzar,20333,911,882,924,4930,3731,783,2848,1268,1213,780,800
NORD,Figuil,Djougui,7968,357,346,362,1932,1462,307,1116,497,475,306,314
NORD,Figuil,Figuil,26490,1187,1149,1204,6423,4860,1020,3711,1652,1581,1016,1043
NORD,Figuil,Karewa,14778,662,641,672,3583,2712,569,2070,921,882,567,582
NORD,Figuil,Lam (Figuil),15614,700,677,709,3786,2865,601,2187,973,932,599,614
NORD,Garoua I,Bangli,35242,1579,1529,1601,8545,6466,1357,4937,2197,2103,1352,1387
NORD,Garoua I,Djamboutou,39998,1792,1735,1818,9699,7339,1540,5603,2494,2387,1535,1574
NORD,Garoua I,Kollere,47600,2133,2065,2163,11542,8734,1833,6668,2968,2841,1826,1873
NORD,Garoua I,Ouro kanadi,84172,3772,3652,3825,20410,15444,3242,11792,5248,5023,3230,3313
NORD,Garoua I,Ouro Labo,25094,1125,1089,1140,6085,4604,966,3516,1565,1498,963,988
NORD,Garoua I,Souari,83013,3720,3602,3772,20129,15231,3197,11629,5175,4954,3185,3267
NORD,Garoua II,Foulbere,102544,4595,4449,4660,24865,18815,3949,14366,6393,6120,3935,4036
NORD,Garoua II,Lainde,26224,1175,1138,1192,6359,4812,1010,3674,1635,1565,1006,1032
NORD,Garoua II,Nassarao,13964,626,606,635,3386,2562,538,1956,871,833,536,550
NORD,Garoua II,Poumpoumre,39506,1770,1714,1795,9579,7249,1521,5534,2463,2358,1516,1555
NORD,Garoua II,Roumde adjia,70133,3143,3043,3187,17006,12868,2701,9825,4372,4185,2691,2760
NORD,Garoua II,Takasko,91283,4091,3961,4148,22134,16749,3515,12788,5691,5448,3502,3592
NORD,Gashiga,Barndake,30358,1360,1317,1379,7361,5570,1169,4253,1893,1812,1165,1195
NORD,Gashiga,Bascheo,15295,685,664,695,3709,2806,589,2143,954,913,587,602
NORD,Gashiga,Dembo,13657,612,593,621,3312,2506,526,1913,851,815,524,537
NORD,Gashiga,Demsa,18715,839,812,850,4538,3434,721,2622,1167,1117,718,737
NORD,Gashiga,Djatoumi,8324,373,361,378,2018,1527,321,1166,519,497,319,328
NORD,Gashiga,Gaschiga,22751,1020,987,1034,5517,4174,876,3187,1418,1358,873,895
NORD,Gashiga,Hamakoussou,7944,356,345,361,1926,1458,306,1113,495,474,305,313
NORD,Gashiga,Kobossi,11560,518,502,525,2803,2121,445,1620,721,690,444,455
NORD,Gashiga,Pomla manga,14228,638,617,647,3450,2611,548,1993,887,849,546,560
NORD,Gashiga,Rognou,18501,829,803,841,4486,3395,712,2592,1153,1104,710,728
NORD,Golombe,Babouri,12590,564,546,572,3053,2310,485,1764,785,751,483,495
NORD,Golombe,Bissoli,8856,397,384,402,2147,1625,341,1241,552,529,340,349
NORD,Golombe,Djabi,15569,698,676,707,3775,2857,600,2181,971,929,597,613
NORD,Golombe,Sorawel,15443,692,670,702,3745,2834,595,2163,963,922,593,608
NORD,Golombe,Sossilim,4672,209,203,212,1133,857,180,655,291,279,179,184
NORD,Golombe,Tchontchi,20016,897,868,910,4854,3673,771,2804,1248,1195,768,788
NORD,Guider,Balga,19449,872,844,884,4716,3569,749,2725,1213,1161,746,765
NORD,Guider,Douroum,14694,658,638,668,3563,2696,566,2059,916,877,564,578
NORD,Guider,Gaval,18314,821,795,832,4441,3360,705,2566,1142,1093,703,721
NORD,Guider,Gorom,7501,336,325,341,1819,1376,289,1051,468,448,288,295
NORD,Guider,Guider,48613,2178,2109,2209,11788,8919,1872,6810,3031,2901,1865,1913
NORD,Guider,Larbak,9710,435,421,441,2354,1782,374,1360,605,579,373,382
NORD,Guider,Libe,18473,828,802,839,4479,3389,711,2588,1152,1102,709,727
NORD,Guider,Lougguere,13940,625,605,633,3380,2558,537,1953,869,832,535,549
NORD,Guider,Matafal,12637,566,548,574,3064,2319,487,1770,788,754,485,497
NORD,Guider,Morija,23924,1072,1038,1087,5801,4390,921,3352,1492,1428,918,942
NORD,Guider,Mousgoy,19952,894,866,907,4838,3661,768,2795,1244,1191,766,785
NORD,Guider,Sainte martine,30874,1384,1340,1403,7486,5665,1189,4325,1925,1843,1185,1215
NORD,Guider,Soukoundou,20499,919,889,931,4971,3761,789,2872,1278,1223,787,807
NORD,Lagdo,Badankali,17086,766,741,776,4143,3135,658,2394,1065,1020,656,672
NORD,Lagdo,Bakona,17887,802,776,813,4337,3282,689,2506,1115,1067,686,704
NORD,Lagdo,Bame,18950,849,822,861,4595,3477,730,2655,1181,1131,727,746
NORD,Lagdo,Bocki,25300,1134,1098,1150,6135,4642,974,3544,1577,1510,971,996
NORD,Lagdo,Dingale,10767,482,467,489,2611,1975,415,1508,671,643,413,424
NORD,Lagdo,Djipporde,51155,2292,2220,2324,12404,9386,1970,7166,3189,3053,1963,2013
NORD,Lagdo,Gouna,35267,1580,1530,1603,8552,6471,1358,4941,2199,2105,1353,1388
NORD,Lagdo,Gounougou,19662,881,853,893,4768,3608,757,2755,1226,1173,754,774
NORD,Lagdo,Lamoudam,13361,599,580,607,3240,2452,515,1872,833,797,513,526
NORD,Lagdo,Naari,8667,388,376,394,2101,1590,334,1214,540,517,333,341
NORD,Lagdo,Ouro kessoum,9465,424,411,430,2295,1737,364,1326,590,565,363,372
NORD,Lagdo,Tongo (Lagdo),11442,513,496,520,2775,2099,441,1603,713,683,439,450
NORD,Mayo Oulo,Bossoum,14440,647,627,656,3502,2650,556,2023,900,862,554,568
NORD,Mayo Oulo,Doumo,20436,916,887,929,4955,3750,787,2863,1274,1220,784,804
NORD,Mayo Oulo,Dourbeye,21355,957,927,970,5178,3918,822,2992,1331,1274,819,840
NORD,Mayo Oulo,Guirviza,19789,887,859,899,4798,3631,762,2772,1234,1181,759,779
NORD,Mayo Oulo,Mandama,24405,1094,1059,1109,5918,4478,940,3419,1522,1456,936,960
NORD,Mayo Oulo,Mayo oulo,26862,1204,1165,1221,6513,4929,1034,3763,1675,1603,1031,1057
NORD,Mayo Oulo,Mouroum,5991,268,260,272,1453,1099,231,839,374,358,230,236
NORD,Mayo Oulo,Pologozom,12026,539,522,546,2916,2207,463,1685,750,718,461,473
NORD,Mayo Oulo,Wafo,12069,541,524,548,2926,2214,465,1691,752,720,463,475
NORD,Ngong,Babla,12452,558,540,566,3019,2285,480,1744,776,743,478,490
NORD,Ngong,Badang,32402,1452,1406,1472,7857,5945,1248,4539,2020,1934,1243,1275
NORD,Ngong,Boumedje,18945,849,822,861,4594,3476,730,2654,1181,1131,727,746
NORD,Ngong,Djalingo,44580,1998,1934,2026,10810,8180,1717,6245,2779,2660,1710,1754
NORD,Ngong,Djefatou,15378,689,667,699,3729,2822,592,2154,959,918,590,605
NORD,Ngong,Lainde tchitta,9907,444,430,450,2402,1818,382,1388,618,591,380,390
NORD,Ngong,Mbaga,13541,607,588,615,3283,2485,521,1897,844,808,520,533
NORD,Ngong,Ndjola,12434,557,539,565,3015,2281,479,1742,775,742,477,489
NORD,Ngong,Ngong,60728,2721,2635,2760,14725,11142,2339,8508,3786,3624,2330,2390
NORD,Ngong,Sanguere ngal,6541,293,284,297,1586,1200,252,916,408,390,251,257
NORD,Ngong,Tcheboa,30109,1349,1306,1368,7301,5524,1160,4218,1877,1797,1155,1185
NORD,Ngong,Touroua,40627,1821,1763,1846,9851,7454,1565,5691,2533,2425,1559,1599
NORD,Pitoa,Badjengo,18618,834,808,846,4515,3416,717,2608,1161,1111,714,733
NORD,Pitoa,Badjouma centre,25625,1148,1112,1164,6214,4702,987,3590,1598,1529,983,1008
NORD,Pitoa,Badjouma radier,8869,397,385,403,2151,1627,342,1242,553,529,340,349
NORD,Pitoa,Banaye,11508,516,499,523,2791,2112,443,1612,717,687,442,453
NORD,Pitoa,Be,6833,306,296,310,1657,1254,263,957,426,408,262,269
NORD,Pitoa,Boula ibib,28557,1280,1239,1298,6925,5240,1100,4001,1780,1704,1096,1124
NORD,Pitoa,Dolla,8250,370,358,375,2000,1514,318,1156,514,492,317,325
NORD,Pitoa,Holma,11082,497,481,504,2687,2033,427,1553,691,661,425,436
NORD,Pitoa,Langui,12511,561,543,568,3034,2296,482,1753,780,747,480,492
NORD,Pitoa,Pitoa,40799,1828,1770,1854,9893,7486,1571,5716,2544,2435,1565,1606
NORD,Poli,Balkossa,9666,433,419,439,2344,1774,372,1354,603,577,371,380
NORD,Poli,Beka,19095,856,828,868,4630,3503,735,2675,1190,1140,733,751
NORD,Poli,Bimba (Poli),7622,342,331,346,1848,1399,294,1068,475,455,292,300
NORD,Poli,Boumba,13798,618,599,627,3346,2532,531,1933,860,823,529,543
NORD,Poli,Djoumte,7697,345,334,350,1866,1412,296,1078,480,459,295,303
NORD,Poli,Fignole,5597,251,243,254,1357,1027,216,784,349,334,215,220
NORD,Poli,Poli,29676,1330,1288,1348,7196,5445,1143,4157,1850,1771,1139,1168
NORD,Poli,Tapare (Poli),4755,213,206,216,1153,872,183,666,296,284,182,187
NORD,Poli,Tchamba,12964,581,562,589,3143,2379,499,1816,808,774,497,510
NORD,Poli,Voko,4760,213,207,216,1154,873,183,667,297,284,183,187
